age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,feature_1,feature_2,feature_3,feature_4,feature_5,y
42,admin.,married,university.degree,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1.3874,43.8872,vg10,lv1,fn2,no
44,admin.,married,high.school,no,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1.3874,45.8872,vg10,lv1,fn4,no
52,services,married,high.school,no,yes,no,telephone,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,1.3874,53.8872,vg1,lv1,fn6,no
25,services,single,high.school,no,no,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.8690000000000001,5076.2,1.3874,26.8872,vg2,lv1,fn6,no
36,admin.,single,university.degree,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1.3874,37.8872,vg8,lv1,fn2,no
41,blue-collar,single,basic.9y,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1.3874,42.8872,vg9,lv1,fn7,no
37,technician,single,high.school,no,yes,no,telephone,apr,thu,2,999,2,failure,-1.8,93.075,-47.1,1.41,5099.1,4.3884,39.8872,vg8,lv7,fn29,no
38,management,married,university.degree,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,2.3884,40.8872,vg4,lv1,fn10,no
34,blue-collar,married,basic.4y,no,no,no,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,2.3874,35.8872,vg3,lv2,fn13,no
31,management,single,high.school,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,1.3874,32.8872,vg11,lv1,fn15,no
39,technician,married,professional.course,unknown,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,2.3884,41.8872,vg4,lv1,fn14,no
36,housemaid,divorced,basic.4y,no,yes,no,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,3.3884,38.8872,vg14,lv2,fn35,no
38,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,4.3904,42.8872,vg4,lv1,fn7,no
39,technician,divorced,professional.course,no,yes,yes,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,2.3884,41.8872,vg14,lv1,fn14,no
32,admin.,married,high.school,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,1.3874,33.8872,vg3,lv1,fn4,yes
51,services,married,high.school,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,2.3884,53.8872,vg1,lv1,fn6,no
52,admin.,married,high.school,no,yes,yes,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.3130000000000002,5099.1,3.3884,54.8872,vg1,lv2,fn4,no
55,technician,married,professional.course,no,no,no,cellular,nov,fri,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,2.3874,56.8872,vg1,lv2,fn14,no
35,admin.,single,university.degree,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,2.3884,37.8872,vg11,lv1,fn2,no
41,admin.,married,university.degree,no,yes,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1.3874,42.8872,vg10,lv1,fn2,no
29,blue-collar,married,high.school,no,no,no,telephone,jun,thu,13,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,13.3994,42.8872,vg7,lv1,fn17,no
38,blue-collar,married,professional.course,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1.3874,39.8872,vg4,lv1,fn48,no
51,technician,married,high.school,no,no,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,2.3884,53.8872,vg1,lv1,fn29,no
35,entrepreneur,single,basic.9y,no,yes,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,2.3884,37.8872,vg11,lv1,fn51,no
34,admin.,single,high.school,no,yes,no,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,3.3884,36.8872,vg11,lv2,fn4,no
47,housemaid,married,unknown,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1.3874,48.8872,vg10,lv1,fn25,no
32,technician,married,professional.course,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,2.3884,34.8872,vg3,lv1,fn14,no
39,admin.,married,basic.9y,unknown,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1.3874,40.8872,vg4,lv1,fn45,no
56,self-employed,married,university.degree,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,3.3894,59.8872,vg1,lv1,fn37,no
31,blue-collar,married,professional.course,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,2.3884,33.8872,vg3,lv1,fn48,yes
46,technician,divorced,university.degree,no,yes,no,cellular,nov,fri,5,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,6.3914,51.8872,vg6,lv2,fn21,yes
44,unknown,married,high.school,unknown,no,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,3.3894,47.8872,vg10,lv1,fn76,no
36,blue-collar,married,basic.4y,unknown,no,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,2.3874,37.8872,vg4,lv2,fn13,no
31,technician,divorced,professional.course,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1.3874,32.8872,vg12,lv1,fn14,yes
37,blue-collar,married,high.school,no,yes,no,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,3.3894,40.8872,vg4,lv1,fn17,no
32,management,single,university.degree,no,yes,no,cellular,mar,mon,2,999,0,nonexistent,-1.8,92.843,-50.0,1.703,5099.1,2.3884,34.8872,vg11,lv1,fn10,no
48,admin.,divorced,high.school,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1.3874,49.8872,vg6,lv1,fn4,no
51,entrepreneur,married,professional.course,unknown,no,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.2990000000000002,5099.1,2.3874,52.8872,vg1,lv2,fn67,no
30,unemployed,married,unknown,no,yes,no,cellular,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,4.3904,34.8872,vg7,lv1,fn69,no
37,technician,married,professional.course,unknown,yes,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1.3874,38.8872,vg4,lv1,fn14,no
38,blue-collar,single,high.school,no,yes,yes,telephone,jun,thu,1,999,0,nonexistent,-1.7,94.055,-39.8,0.7290000000000001,4991.6,1.3874,39.8872,vg8,lv1,fn17,no
36,technician,married,university.degree,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,2.3884,38.8872,vg4,lv1,fn21,no
55,blue-collar,divorced,basic.4y,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,1.3874,56.8872,vg5,lv1,fn13,no
51,services,married,professional.course,unknown,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,2.3884,53.8872,vg1,lv1,fn54,no
42,admin.,married,university.degree,no,no,no,cellular,jul,wed,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,6.3924,48.8872,vg10,lv1,fn2,no
29,admin.,married,university.degree,no,no,no,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,2.3874,30.8872,vg7,lv2,fn2,no
59,self-employed,married,university.degree,no,yes,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,2.3874,60.8872,vg1,lv2,fn37,no
31,services,single,high.school,no,no,yes,cellular,jul,thu,17,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,17.4034,48.8872,vg11,lv1,fn6,no
31,admin.,married,professional.course,no,no,yes,cellular,dec,mon,2,999,1,failure,-3.0,92.713,-33.0,0.7090000000000001,5023.5,3.3884,33.8872,vg3,lv2,fn26,yes
34,admin.,married,high.school,no,yes,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,1.3874,35.8872,vg3,lv1,fn4,no
37,admin.,married,high.school,unknown,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,3.3894,40.8872,vg4,lv1,fn4,no
25,blue-collar,single,basic.4y,no,no,no,telephone,jun,wed,19,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,19.4054,44.8872,vg2,lv1,fn13,no
34,self-employed,married,university.degree,no,unknown,unknown,cellular,jul,fri,3,999,2,failure,-1.7,94.215,-40.3,0.8959999999999999,4991.6,5.3894,37.8872,vg3,lv7,fn37,no
37,technician,married,high.school,no,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,3.3894,40.8872,vg4,lv1,fn29,no
26,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1.3874,27.8872,vg7,lv1,fn13,no
24,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,4.3904,28.8872,vg2,lv1,fn7,no
37,services,divorced,basic.9y,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1.3874,38.8872,vg14,lv1,fn40,no
28,admin.,single,professional.course,no,no,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,1.3874,29.8872,vg2,lv1,fn26,no
31,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1.3874,32.8872,vg3,lv1,fn7,no
32,technician,single,university.degree,no,no,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,2.3884,34.8872,vg11,lv1,fn21,no
52,retired,married,basic.4y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1.3874,53.8872,vg1,lv1,fn1,yes
41,technician,married,professional.course,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,2.3884,43.8872,vg10,lv1,fn14,no
36,blue-collar,single,basic.6y,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-1.1,94.767,-50.8,1.046,4963.6,1.3874,37.8872,vg8,lv1,fn38,yes
32,blue-collar,married,high.school,no,no,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,1.3874,33.8872,vg3,lv1,fn17,no
24,services,single,professional.course,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1.3874,25.8872,vg2,lv1,fn54,no
48,services,divorced,basic.4y,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1.3874,49.8872,vg6,lv1,fn41,no
57,admin.,divorced,high.school,no,no,no,cellular,sep,tue,1,3,5,success,-1.1,94.199,-37.5,0.877,4963.6,338.7197,58.8872,vg5,lv58,fn4,yes
36,technician,single,professional.course,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1.3874,37.8872,vg8,lv1,fn14,no
46,services,married,high.school,unknown,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,2.3874,47.8872,vg10,lv2,fn6,no
55,admin.,divorced,university.degree,no,yes,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,4.3904,59.8872,vg5,lv1,fn2,no
34,admin.,divorced,university.degree,no,no,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,2.3874,35.8872,vg12,lv2,fn2,no
37,housemaid,married,high.school,unknown,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1.3874,38.8872,vg4,lv1,fn30,no
33,management,single,university.degree,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,3.3894,36.8872,vg11,lv1,fn10,no
29,technician,single,university.degree,no,yes,no,telephone,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,3.3894,32.8872,vg2,lv1,fn21,no
30,admin.,divorced,high.school,no,no,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,2.3884,32.8872,vg13,lv1,fn4,no
33,technician,married,professional.course,no,no,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1.3874,34.8872,vg3,lv1,fn14,no
31,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1.3874,32.8872,vg3,lv1,fn7,no
47,admin.,married,university.degree,no,no,no,cellular,nov,tue,3,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,3.3894,50.8872,vg10,lv1,fn2,no
24,student,single,high.school,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1.3874,25.8872,vg2,lv1,fn19,no
30,management,married,university.degree,no,yes,yes,cellular,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,4.3904,34.8872,vg7,lv1,fn10,no
48,blue-collar,married,high.school,no,yes,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,2.3884,50.8872,vg10,lv1,fn17,no
29,self-employed,married,university.degree,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1.3874,30.8872,vg7,lv1,fn37,no
47,technician,married,basic.9y,no,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,1.3874,48.8872,vg10,lv1,fn24,no
32,technician,married,high.school,no,no,no,cellular,may,wed,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,4.3894,35.8872,vg3,lv2,fn29,no
32,services,single,unknown,no,no,yes,cellular,jul,thu,2,999,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,2.3884,34.8872,vg11,lv1,fn53,yes
48,entrepreneur,married,basic.6y,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,1.3874,49.8872,vg10,lv1,fn70,no
34,technician,married,university.degree,no,no,yes,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,2.3884,36.8872,vg3,lv1,fn21,no
42,admin.,single,high.school,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1.3874,43.8872,vg9,lv1,fn4,no
33,technician,single,professional.course,no,yes,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,4.3904,37.8872,vg11,lv1,fn14,no
28,unemployed,single,basic.4y,no,yes,no,cellular,oct,fri,2,4,1,success,-3.4,92.431,-26.9,0.752,5017.5,501.3864,30.8872,vg2,lv14,fn63,no
58,retired,married,basic.4y,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1.3874,59.8872,vg1,lv1,fn1,yes
43,management,married,high.school,no,yes,yes,cellular,nov,mon,3,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,3.3894,46.8872,vg10,lv1,fn15,no
28,technician,single,university.degree,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1.3874,29.8872,vg2,lv1,fn21,yes
37,admin.,single,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1.3874,38.8872,vg8,lv1,fn2,yes
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,3.3894,46.8872,vg10,lv1,fn13,no
30,admin.,single,university.degree,no,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,1.3874,31.8872,vg2,lv1,fn2,no
36,self-employed,single,university.degree,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1.3874,37.8872,vg8,lv1,fn37,no
50,management,married,university.degree,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1.3874,51.8872,vg1,lv1,fn10,no
37,self-employed,married,basic.9y,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1.3874,38.8872,vg4,lv1,fn32,no
30,admin.,single,high.school,no,yes,no,cellular,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,4.3894,33.8872,vg2,lv2,fn4,no
46,technician,single,university.degree,no,no,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,2.3884,48.8872,vg9,lv1,fn21,no
34,technician,single,high.school,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1.3874,35.8872,vg11,lv1,fn29,no
52,admin.,divorced,basic.6y,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1.3874,53.8872,vg5,lv1,fn39,no
54,technician,married,university.degree,unknown,no,no,cellular,may,fri,7,999,0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,7.3934,61.8872,vg1,lv1,fn21,no
43,services,married,university.degree,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1.3874,44.8872,vg10,lv1,fn52,no
35,services,married,high.school,no,no,no,cellular,may,mon,3,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,4.3894,38.8872,vg3,lv2,fn6,no
40,entrepreneur,married,basic.4y,unknown,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,2.3884,42.8872,vg4,lv1,fn42,no
32,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,3.3894,35.8872,vg3,lv1,fn7,no
31,technician,married,professional.course,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,2.3884,33.8872,vg3,lv1,fn14,no
41,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1.3874,42.8872,vg10,lv1,fn13,no
29,blue-collar,married,high.school,no,yes,no,cellular,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,3.3894,32.8872,vg7,lv1,fn17,no
53,blue-collar,married,basic.9y,no,yes,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,4.3904,57.8872,vg1,lv1,fn7,no
47,admin.,married,high.school,no,yes,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,3.3894,50.8872,vg10,lv1,fn4,yes
51,services,married,high.school,unknown,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1.3874,52.8872,vg1,lv1,fn6,no
35,technician,single,professional.course,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1.3874,36.8872,vg11,lv1,fn14,no
51,technician,married,basic.6y,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,2.3884,53.8872,vg1,lv1,fn79,no
44,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,3.3894,47.8872,vg10,lv1,fn38,no
59,admin.,married,university.degree,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,2.3884,61.8872,vg1,lv1,fn2,no
31,management,married,university.degree,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1.3874,32.8872,vg3,lv1,fn10,no
31,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,2.3884,33.8872,vg12,lv1,fn2,no
41,technician,married,professional.course,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1.3874,42.8872,vg10,lv1,fn14,no
32,services,married,high.school,unknown,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1.3874,33.8872,vg3,lv1,fn6,no
32,housemaid,single,high.school,no,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,2.3884,34.8872,vg11,lv1,fn30,no
56,unknown,single,basic.9y,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,2.3884,58.8872,vg15,lv1,fn60,no
51,admin.,married,university.degree,no,yes,no,cellular,jul,fri,5,999,0,nonexistent,-2.9,92.469,-33.6,0.921,5076.2,5.3914,56.8872,vg1,lv1,fn2,yes
53,blue-collar,married,basic.4y,unknown,no,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,1.3874,54.8872,vg1,lv1,fn13,no
25,technician,single,professional.course,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1.3874,26.8872,vg2,lv1,fn14,no
33,management,married,university.degree,no,no,yes,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,2.3874,34.8872,vg3,lv2,fn10,no
41,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1.3874,42.8872,vg10,lv1,fn7,no
28,services,single,university.degree,no,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,2.3884,30.8872,vg2,lv1,fn52,no
48,management,married,basic.9y,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1.3874,49.8872,vg10,lv1,fn71,yes
28,blue-collar,single,basic.9y,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,2.3884,30.8872,vg2,lv1,fn7,no
43,services,married,basic.9y,no,no,no,telephone,jun,thu,17,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,17.4034,60.8872,vg10,lv1,fn40,no
29,management,single,university.degree,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,2.3884,31.8872,vg2,lv1,fn10,no
36,blue-collar,divorced,high.school,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1.3874,37.8872,vg14,lv1,fn17,no
30,admin.,single,university.degree,no,yes,no,cellular,jul,thu,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,8.3944,38.8872,vg2,lv1,fn2,yes
49,admin.,single,basic.6y,no,yes,yes,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,2.3884,51.8872,vg15,lv1,fn39,no
55,admin.,married,high.school,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,1.3874,56.8872,vg1,lv1,fn4,no
34,management,single,university.degree,no,yes,yes,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,2.3884,36.8872,vg11,lv1,fn10,no
29,management,married,university.degree,no,yes,no,cellular,aug,thu,1,4,2,success,-2.9,92.201,-31.4,0.873,5076.2,252.3864,30.8872,vg7,lv26,fn10,no
35,admin.,single,university.degree,no,yes,yes,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1.3874,36.8872,vg11,lv1,fn2,no
40,technician,married,basic.9y,unknown,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,3.3894,43.8872,vg4,lv1,fn24,no
42,housemaid,married,university.degree,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1.3874,43.8872,vg10,lv1,fn46,no
34,admin.,single,high.school,no,yes,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1.3874,35.8872,vg11,lv1,fn4,no
47,technician,married,high.school,unknown,yes,no,cellular,nov,fri,3,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,4.3894,50.8872,vg10,lv2,fn29,no
39,admin.,married,university.degree,no,yes,no,cellular,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,4.3904,43.8872,vg4,lv1,fn2,no
55,technician,married,basic.6y,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,2.3884,57.8872,vg1,lv1,fn79,no
44,services,married,high.school,unknown,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1.3874,45.8872,vg10,lv1,fn6,no
34,blue-collar,married,basic.6y,unknown,no,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1.3874,35.8872,vg3,lv1,fn38,no
45,admin.,married,university.degree,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1.3874,46.8872,vg10,lv1,fn2,no
50,admin.,married,university.degree,no,yes,no,cellular,nov,mon,1,3,1,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5,334.7197,51.8872,vg1,lv21,fn2,yes
55,self-employed,married,basic.9y,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,1.3874,56.8872,vg1,lv1,fn32,no
28,admin.,married,high.school,unknown,no,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,3.3894,31.8872,vg7,lv1,fn4,no
30,technician,married,high.school,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1.3874,31.8872,vg7,lv1,fn29,no
32,housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,4.3904,36.8872,vg3,lv1,fn35,no
31,management,married,university.degree,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1.3874,32.8872,vg3,lv1,fn10,no
